Time,Playercount
2017-12-14,39
2017-12-15,37
2017-12-16,42
2017-12-17,45
2017-12-18,35
2017-12-19,34
2017-12-20,31
2017-12-21,64
2017-12-22,98
2017-12-23,111
2017-12-24,113
2017-12-25,101
2017-12-26,123
2017-12-27,129
2017-12-28,130
2017-12-29,115
2017-12-30,115
2017-12-31,112
2018-01-01,104
2018-01-02,94
2018-01-03,102
2018-01-04,90
2018-01-05,83
2018-01-06,90
2018-01-07,92
2018-01-08,70
2018-01-09,59
2018-01-10,49
2018-01-11,43
2018-01-12,52
2018-01-13,76
2018-01-14,79
2018-01-15,70
2018-01-16,64
2018-01-17,55
2018-01-18,49
2018-01-19,50
2018-01-20,64
2018-01-21,74
2018-01-22,51
2018-01-23,43
2018-01-24,36
2018-01-25,38
2018-01-26,40
2018-01-27,47
2018-01-28,53
2018-01-29,39
2018-01-30,37
2018-01-31,36
2018-02-01,38
2018-02-02,35
2018-02-03,54
2018-02-04,57
2018-02-05,46
2018-02-06,58
2018-02-07,77
2018-02-08,78
2018-02-09,66
2018-02-10,80
2018-02-11,97
2018-02-12,60
2018-02-13,52
2018-02-14,40
2018-02-15,47
2018-02-16,47
2018-02-17,49
2018-02-18,53
2018-02-19,40
2018-02-20,37
2018-02-21,32
2018-02-22,39
2018-02-23,35
2018-02-24,42
2018-02-25,45
2018-02-26,28
2018-02-27,29
2018-02-28,31
2018-03-01,25
2018-03-02,27
2018-03-03,41
2018-03-04,44
2018-03-05,33
2018-03-06,29
2018-03-07,31
2018-03-08,27
2018-03-09,26
2018-03-10,38
2018-03-11,46
2018-03-12,31
2018-03-13,30
2018-03-14,24
2018-03-15,25
2018-03-16,30
2018-03-17,33
2018-03-18,37
2018-03-19,24
2018-03-20,26
2018-03-21,26
2018-03-22,24
2018-03-23,23
2018-03-24,36
2018-03-25,40
2018-03-26,22
2018-03-27,24
2018-03-28,23
2018-03-29,21
2018-03-30,26
2018-03-31,32
2018-04-01,34
2018-04-02,31
2018-04-03,23
2018-04-04,21
2018-04-05,23
2018-04-06,22
2018-04-07,31
2018-04-08,38
2018-04-09,24
2018-04-10,20
2018-04-11,17
2018-04-12,29
2018-04-13,32
2018-04-14,44
2018-04-15,46
2018-04-16,32
2018-04-17,32
2018-04-18,29
2018-04-19,25
2018-04-20,21
2018-04-21,30
2018-04-22,36
2018-04-23,23
2018-04-24,18
2018-04-25,19
2018-04-26,15
2018-04-27,19
2018-04-28,28
2018-04-29,28
2018-04-30,22
2018-05-01,23
2018-05-02,20
2018-05-03,20
2018-05-04,19
2018-05-05,26
2018-05-06,24
2018-05-07,20
2018-05-08,19
2018-05-09,15
2018-05-10,15
2018-05-11,15
2018-05-12,19
2018-05-13,22
2018-05-14,17
2018-05-15,12
2018-05-16,15
2018-05-17,15
2018-05-18,15
2018-05-19,18
2018-05-20,22
2018-05-21,18
2018-05-22,15
2018-05-23,13
2018-05-24,13
2018-05-25,14
2018-05-26,25
2018-05-27,22
2018-05-28,18
2018-05-29,17
2018-05-30,17
2018-05-31,15
2018-06-01,16
2018-06-02,22
2018-06-03,20
2018-06-04,15
2018-06-05,15
2018-06-06,11
2018-06-07,15
2018-06-08,13
2018-06-09,19
2018-06-10,20
2018-06-11,14
2018-06-12,12
2018-06-13,13
2018-06-14,12
2018-06-15,18
2018-06-16,19
2018-06-17,18
2018-06-18,16
2018-06-19,14
2018-06-20,15
2018-06-21,12
2018-06-22,15
2018-06-23,21
2018-06-24,25
2018-06-25,18
2018-06-26,20
2018-06-27,23
2018-06-28,24
2018-06-29,24
2018-06-30,22
2018-07-01,23
2018-07-02,22
2018-07-03,18
2018-07-04,20
2018-07-05,15
2018-07-06,17
2018-07-07,20
2018-07-08,21
2018-07-09,17
2018-07-10,17
2018-07-11,14
2018-07-12,14
2018-07-13,13
2018-07-14,15
2018-07-15,16
2018-07-16,12
2018-07-17,12
2018-07-18,11
2018-07-19,12
2018-07-20,11
2018-07-21,13
2018-07-22,15
2018-07-23,11
2018-07-24,9
2018-07-25,9
2018-07-26,8
2018-07-27,6
2018-07-28,8
2018-07-29,11
2018-07-30,10
2018-07-31,11
2018-08-01,9
2018-08-02,10
2018-08-03,10
2018-08-04,11
2018-08-05,12
2018-08-06,9
2018-08-07,7
2018-08-08,8
2018-08-09,11
2018-08-10,9
2018-08-11,11
2018-08-12,14
2018-08-13,12
2018-08-14,33
2018-08-15,35
2018-08-16,32
2018-08-17,29
2018-08-18,38
2018-08-19,51
2018-08-20,39
2018-08-21,28
2018-08-22,20
2018-08-23,20
2018-08-24,19
2018-08-25,23
2018-08-26,23
2018-08-27,18
2018-08-28,14
2018-08-29,14
2018-08-30,15
2018-08-31,14
2018-09-01,17
2018-09-02,19
2018-09-03,17
2018-09-04,15
2018-09-05,14
2018-09-06,13
2018-09-07,14
2018-09-08,20
2018-09-09,22
2018-09-10,15
2018-09-11,17
2018-09-12,16
2018-09-13,12
2018-09-14,13
2018-09-15,20
2018-09-16,22
2018-09-17,16
2018-09-18,16
2018-09-19,14
2018-09-20,13
2018-09-21,16
2018-09-22,21
2018-09-23,18
2018-09-24,15
2018-09-25,13
2018-09-26,11
2018-09-27,11
2018-09-28,13
2018-09-29,16
2018-09-30,13
2018-10-01,10
2018-10-02,12
2018-10-03,11
2018-10-04,8
2018-10-05,9
2018-10-06,12
2018-10-07,16
2018-10-08,11
2018-10-09,8
2018-10-10,11
2018-10-11,7
2018-10-12,9
2018-10-13,10
2018-10-14,14
2018-10-15,8
2018-10-16,8
2018-10-17,9
2018-10-18,8
2018-10-19,10
2018-10-20,12
2018-10-21,13
2018-10-22,10
2018-10-23,10
2018-10-24,9
2018-10-25,9
2018-10-26,9
2018-10-27,10
2018-10-28,10
2018-10-29,12
2018-10-30,13
2018-10-31,15
2018-11-01,19
2018-11-02,15
2018-11-03,17
2018-11-04,16
2018-11-05,14
2018-11-06,9
2018-11-07,8
2018-11-08,8
2018-11-09,9
2018-11-10,14
2018-11-11,15
2018-11-12,10
2018-11-13,10
2018-11-14,8
2018-11-15,9
2018-11-16,10
2018-11-17,10
2018-11-18,11
2018-11-19,6
2018-11-20,7
2018-11-21,9
2018-11-22,20
2018-11-23,22
2018-11-24,30
2018-11-25,30
2018-11-26,17
2018-11-27,20
2018-11-28,21
2018-11-29,16
2018-11-30,17
2018-12-01,21
2018-12-02,21
2018-12-03,12
2018-12-04,8
2018-12-05,9
2018-12-06,10
2018-12-07,11
2018-12-08,16
2018-12-09,13
2018-12-10,8
2018-12-11,8
2018-12-12,8
2018-12-13,9
2018-12-14,9
2018-12-15,10
2018-12-16,11
2018-12-17,10
2018-12-18,9
2018-12-19,7
2018-12-20,10
2018-12-21,15
2018-12-22,22
2018-12-23,21
2018-12-24,24
2018-12-25,25
2018-12-26,34
2018-12-27,33
2018-12-28,36
2018-12-29,38
2018-12-30,43
2018-12-31,42
2019-01-01,44
2019-01-02,44
2019-01-03,47
2019-01-04,37
2019-01-05,35
2019-01-06,31
2019-01-07,24
2019-01-08,17
2019-01-09,18
2019-01-10,15
2019-01-11,15
2019-01-12,20
2019-01-13,21
2019-01-14,13
2019-01-15,13
2019-01-16,15
2019-01-17,17
2019-01-18,12
2019-01-19,21
2019-01-20,19
2019-01-21,15
2019-01-22,13
2019-01-23,12
2019-01-24,11
2019-01-25,13
2019-01-26,15
2019-01-27,20
2019-01-28,13
2019-01-29,12
2019-01-30,11
2019-01-31,10
2019-02-01,11
2019-02-02,15
2019-02-03,16
2019-02-04,12
2019-02-05,12
2019-02-06,15
2019-02-07,16
2019-02-08,17
2019-02-09,25
2019-02-10,28
2019-02-11,17
2019-02-12,17
2019-02-13,15
2019-02-14,14
2019-02-15,16
2019-02-16,19
2019-02-17,16
2019-02-18,18
2019-02-19,13
2019-02-20,10
2019-02-21,12
2019-02-22,9
2019-02-23,20
2019-02-24,17
2019-02-25,10
2019-02-26,10
2019-02-27,10
2019-02-28,10
2019-03-01,11
2019-03-02,16
2019-03-03,16
2019-03-04,11
2019-03-05,8
2019-03-06,9
2019-03-07,8
2019-03-08,7
2019-03-09,11
2019-03-10,12
2019-03-11,10
2019-03-12,8
2019-03-13,10
2019-03-14,9
2019-03-15,9
2019-03-16,13
2019-03-17,13
2019-03-18,11
2019-03-19,9
2019-03-20,8
2019-03-21,9
2019-03-22,7
2019-03-23,11
2019-03-24,9
2019-03-25,8
2019-03-26,9
2019-03-27,7
2019-03-28,6
2019-03-29,9
2019-03-30,11
2019-03-31,10
2019-04-01,5
2019-04-02,6
2019-04-03,7
2019-04-04,6
2019-04-05,6
2019-04-06,8
2019-04-07,10
2019-04-08,8
2019-04-09,9
2019-04-10,10
2019-04-11,9
2019-04-12,10
2019-04-13,14
2019-04-14,12
2019-04-15,27
2019-04-16,145
2019-04-17,106
2019-04-18,83
2019-04-19,85
2019-04-20,82
2019-04-21,90
2019-04-22,80
2019-04-23,60
2019-04-24,48
2019-04-25,42
2019-04-26,32
2019-04-27,40
2019-04-28,37
2019-04-29,22
2019-04-30,20
2019-05-01,22
2019-05-02,22
2019-05-03,21
2019-05-04,23
2019-05-05,22
2019-05-06,17
2019-05-07,15
2019-05-08,14
2019-05-09,12
2019-05-10,13
2019-05-11,18
2019-05-12,20
2019-05-13,13
2019-05-14,14
2019-05-15,11
2019-05-16,14
2019-05-17,12
2019-05-18,17
2019-05-19,18
2019-05-20,13
2019-05-21,11
2019-05-22,14
2019-05-23,11
2019-05-24,10
2019-05-25,13
2019-05-26,12
2019-05-27,14
2019-05-28,11
2019-05-29,12
2019-05-30,11
2019-05-31,10
2019-06-01,13
2019-06-02,13
2019-06-03,9
2019-06-04,8
2019-06-05,8
2019-06-06,5
2019-06-07,7
2019-06-08,10
2019-06-09,9
2019-06-10,9
2019-06-11,8
2019-06-12,6
2019-06-13,7
2019-06-14,6
2019-06-15,11
2019-06-16,10
2019-06-17,8
2019-06-18,7
2019-06-19,6
2019-06-20,7
2019-06-21,8
2019-06-22,8
2019-06-23,11
2019-06-24,7
2019-06-25,8
2019-06-26,13
2019-06-27,16
2019-06-28,20
2019-06-29,30
2019-06-30,33
2019-07-01,22
2019-07-02,21
2019-07-03,20
2019-07-04,23
2019-07-05,24
2019-07-06,22
2019-07-07,24
2019-07-08,24
2019-07-09,24
2019-07-10,19
2019-07-11,21
2019-07-12,18
2019-07-13,23
2019-07-14,23
2019-07-15,16
2019-07-16,15
2019-07-17,13
2019-07-18,13
2019-07-19,11
2019-07-20,13
2019-07-21,11
2019-07-22,10
2019-07-23,8
2019-07-24,10
2019-07-25,9
2019-07-26,7
2019-07-27,12
2019-07-28,10
2019-07-29,9
2019-07-30,6
2019-07-31,9
2019-08-01,8
2019-08-02,9
2019-08-03,12
2019-08-04,9
2019-08-05,9
2019-08-06,9
2019-08-07,11
2019-08-08,9
2019-08-09,7
2019-08-10,9
2019-08-11,11
2019-08-12,10
2019-08-13,9
2019-08-14,7
2019-08-15,6
2019-08-16,7
2019-08-17,8
2019-08-18,11
2019-08-19,9
2019-08-20,9
2019-08-21,7
2019-08-22,7
2019-08-23,7
2019-08-24,7
2019-08-25,11
2019-08-26,9
2019-08-27,8
2019-08-28,7
2019-08-29,12
2019-08-30,31
2019-08-31,42
2019-09-01,53
2019-09-02,46
2019-09-03,32
2019-09-04,32
2019-09-05,32
2019-09-06,23
2019-09-07,27
2019-09-08,25
2019-09-09,20
2019-09-10,13
2019-09-11,9
2019-09-12,10
2019-09-13,10
2019-09-14,16
2019-09-15,16
2019-09-16,13
2019-09-17,9
2019-09-18,10
2019-09-19,10
2019-09-20,8
2019-09-21,13
2019-09-22,15
2019-09-23,9
2019-09-24,9
2019-09-25,8
2019-09-26,8
2019-09-27,7
2019-09-28,11
2019-09-29,13
2019-09-30,8
2019-10-01,6
2019-10-02,6
2019-10-03,6
2019-10-04,8
2019-10-05,10
2019-10-06,12
2019-10-07,8
2019-10-08,5
2019-10-09,5
2019-10-10,3
2019-10-11,6
2019-10-12,9
2019-10-13,9
2019-10-14,5
2019-10-15,4
2019-10-16,4
2019-10-17,6
2019-10-18,5
2019-10-19,8
2019-10-20,8
2019-10-21,5
2019-10-22,4
2019-10-23,6
2019-10-24,4
2019-10-25,5
2019-10-26,8
2019-10-27,8
2019-10-28,6
2019-10-29,5
2019-10-30,5
2019-10-31,3
2019-11-01,4
2019-11-02,8
2019-11-03,9
2019-11-04,6
2019-11-05,5
2019-11-06,5
2019-11-07,5
2019-11-08,6
2019-11-09,5
2019-11-10,6
2019-11-11,6
2019-11-12,6
2019-11-13,6
2019-11-14,3
2019-11-15,5
2019-11-16,6
2019-11-17,6
2019-11-18,4
2019-11-19,5
2019-11-20,4
2019-11-21,5
2019-11-22,4
2019-11-23,7
2019-11-24,10
2019-11-25,7
2019-11-26,6
2019-11-27,10
2019-11-28,15
2019-11-29,16
2019-11-30,16
2019-12-01,17
2019-12-02,12
2019-12-03,11
2019-12-04,8
2019-12-05,9
2019-12-06,7
2019-12-07,11
2019-12-08,14
2019-12-09,10
2019-12-10,8
2019-12-11,6
2019-12-12,6
2019-12-13,7
2019-12-14,8
2019-12-15,9
2019-12-16,6
2019-12-17,5
2019-12-18,6
2019-12-19,4
2019-12-20,7
2019-12-21,9
2019-12-22,13
2019-12-23,12
2019-12-24,10
2019-12-25,12
2019-12-26,11
2019-12-27,15
2019-12-28,19
2019-12-29,20
2019-12-30,15
2019-12-31,15
2020-01-01,16
2020-01-02,10
2020-01-03,8
2020-01-04,11
2020-01-05,9
2020-01-06,7
2020-01-07,7
2020-01-08,7
2020-01-09,7
2020-01-10,8
2020-01-11,12
2020-01-12,10
2020-01-13,6
2020-01-14,7
2020-01-15,8
2020-01-16,5
2020-01-17,6
2020-01-18,9
2020-01-19,10
2020-01-20,7
2020-01-21,7
2020-01-22,7
2020-01-23,5
2020-01-24,11
2020-01-25,13
2020-01-26,14
2020-01-27,12
2020-01-28,8
2020-01-29,7
2020-01-30,7
2020-01-31,7
2020-02-01,12
2020-02-02,12
2020-02-03,8
2020-02-04,6
2020-02-05,6
2020-02-06,6
2020-02-07,5
2020-02-08,7
2020-02-09,10
2020-02-10,6
2020-02-11,7
2020-02-12,6
2020-02-13,5
2020-02-14,5
2020-02-15,5
2020-02-16,8
2020-02-17,6
2020-02-18,6
2020-02-19,5
2020-02-20,5
2020-02-21,7
2020-02-22,7
2020-02-23,10
2020-02-24,8
2020-02-25,21
2020-02-26,20
2020-02-27,19
2020-02-28,19
2020-02-29,32
2020-03-01,34
2020-03-02,20
2020-03-03,14
2020-03-04,14
2020-03-05,12
2020-03-06,12
2020-03-07,17
2020-03-08,17
2020-03-09,11
2020-03-10,8
2020-03-11,8
2020-03-12,9
2020-03-13,11
2020-03-14,11
2020-03-15,17
2020-03-16,11
2020-03-17,9
2020-03-18,8
2020-03-19,9
2020-03-20,10
2020-03-21,10
2020-03-22,12
2020-03-23,9
2020-03-24,10
2020-03-25,11
2020-03-26,10
2020-03-27,11
2020-03-28,14
2020-03-29,17
2020-03-30,13
2020-03-31,11
2020-04-01,8
2020-04-02,9
2020-04-03,10
2020-04-04,14
2020-04-05,14
2020-04-06,11
2020-04-07,12
2020-04-08,12
2020-04-09,12
2020-04-10,13
2020-04-11,15
2020-04-12,15
2020-04-13,12
2020-04-14,9
2020-04-15,10
2020-04-16,8
2020-04-17,12
2020-04-18,12
2020-04-19,12
2020-04-20,16
2020-04-21,46
2020-04-22,41
2020-04-23,33
2020-04-24,29
2020-04-25,40
2020-04-26,43
2020-04-27,39
2020-04-28,32
2020-04-29,28
2020-04-30,22
2020-05-01,21
2020-05-02,21
2020-05-03,21
2020-05-04,16
2020-05-05,14
2020-05-06,11
2020-05-07,15
2020-05-08,15
2020-05-09,17
2020-05-10,16
2020-05-11,15
2020-05-12,12
2020-05-13,14
2020-05-14,12
2020-05-15,12
2020-05-16,13
2020-05-17,13
2020-05-18,11
2020-05-19,9
2020-05-20,10
2020-05-21,8
2020-05-22,6
2020-05-23,8
2020-05-24,8
2020-05-25,7
2020-05-26,5
2020-05-27,6
2020-05-28,7
2020-05-29,7
2020-05-30,8
2020-05-31,7
2020-06-01,5
2020-06-02,6
2020-06-03,3
2020-06-04,4
2020-06-05,4
2020-06-06,6
